"message_id","message","message_utc","from_id","date","time"
"26841","João Pessoa/PB 
7 de novembro de 2022","2022-11-08 01:05:55","999186297","2022-11-08","01:05:55"
"26839","O que está acontecendo?
Veja 👆","2022-11-08 00:33:32","1504558278","2022-11-08","00:33:32"
"26845","*Porto Alegre 07/11/2022*

*Compartilhe!!*🇧🇷

https://www.instagram.com/reel/CkrshXijHDt/?igshid=MDJmNzVkMjY=","2022-11-08 02:19:03","1344926635","2022-11-08","02:19:03"
"26846","Relatório das Forças Armadas sobre as urnas será entregue ao TSE nesta 
quarta
https://mukinha2022.blogspot.com/2022/11/relatorio-das-forcas-armadas-sobre-as.html","2022-11-08 02:44:09","2019400398","2022-11-08","02:44:09"
"26847","https://t.me/+Cc1YX3GXzY8wOTA0","2022-11-08 05:19:55","5788172243","2022-11-08","05:19:55"
"26848","*Estamos em guerra!*

*Não vamos DESISTIR! 🇧🇷🫡*

*Compartilhe!!*🇧🇷

https://www.instagram.com/reel/Ckr_gEvjidq/?igshid=MDJmNzVkMjY=","2022-11-08 05:26:44","1344926635","2022-11-08","05:26:44"
"26852","APP DO TEXTO. USEM NOS QUARTÉIS com a frase:

INELEGIBILIDADE DO LULA!
Cominada Potenciada s9 Lei complementar Emenda Constitucional Revisão n° 4, de 1994 #SOSFFAASalveOBrasil

 ""Lightboard:Scrolling Neon Text""
https://play.google.com/store/apps/details?id=com.bigqsys.lightboard","2022-11-08 10:59:10","1495537199","2022-11-08","10:59:10"
"26853","Todo el mundo sigue hablando de tu diligencia y honestidad.  Debo decir esto, que eres el mejor.  Hice una prueba y todavía estoy sorprendido por el resultado.  Mis $600 se convirtieron en $6960 en 3 días.  Recomiendo encarecidamente a la Sra. Bianca Solís cuando se trata de operar en Forex.
    https://t.me/joinchat/18nrTH3j07U5YTBk
    https://t.me/joinchat/18nrTH3j07U5YTBk","2022-11-08 11:28:03","5715955655","2022-11-08","11:28:03"
"26857","https://twitter.com/PATRlOTAS/status/1589774897945116672?t=rg9HQ2BA_7Qd91rFF42HjA&s=35","2022-11-08 14:17:01","1098752967","2022-11-08","14:17:01"
"26858","Vídeo de Vilmar Bruno","2022-11-08 14:37:05","1098752967","2022-11-08","14:37:05"
"26859","Foto de Tania","2022-11-08 14:52:32","1504558278","2022-11-08","14:52:32"
"26860","Dᴏɴ'ᴛ ᴍᴀᴋᴇ ᴀ ʜᴀʙɪᴛ ᴏᴜᴛ ᴏғ ɢɪᴠɪɴɢ ᴜᴘ. Bᴇᴄᴀᴜsᴇ ʜᴀʙɪᴛ ᴀʀᴇ ʀᴇᴀʟʟʏ ʜᴀʀᴅ ᴛᴏ ʙʀᴇᴀᴋ. Tʀʏ ʏᴏᴜʀ ʙᴇsᴛ ᴛᴏ ᴀᴄᴄᴏᴍᴘʟɪsʜ ʏᴏᴜʀ ɢᴏᴀʟs. Wʜᴀᴛ ᴀ ɢʀᴇᴀᴛ ᴘᴇʀsᴏɴᴀʟɪᴛʏ ᴏɴ ʙᴇʟɪᴇᴠɪɴɢ ɪɴ ʜɪs ʜᴀɴᴅs ᴀɴᴅ ɪᴛ ᴘᴀɪᴅ ᴏғғ.  Fᴏʀ ᴀ sᴛᴀʀᴛ I ɪɴᴠᴇsᴛᴇᴅ $1,450 ɪɴ 24 ʜᴏᴜʀs I ɢᴏᴛ ᴀ ʀᴇᴛᴜʀɴ ᴏғ $10,900. Hɪs ʜᴏɴᴇsᴛʏ  ᴄᴀɴ'ᴛ ʙᴇ ᴄᴏᴍᴘʀᴏᴍɪsᴇᴅ

https://t.me/+kRvI0upIkl9jNDg0
https://t.me/+kRvI0upIkl9jNDg0","2022-11-08 15:02:56","5611946155","2022-11-08","15:02:56"
"26861","IMPORTANTE! Assista!!!","2022-11-08 15:49:58","810827223","2022-11-08","15:49:58"
"26865","https://youtu.be/Yi8z3z6eotk","2022-11-08 20:09:50","999186297","2022-11-08","20:09:50"
