"message_id","message","message_utc","from_id","date","time"
"25126","https://youtu.be/Zyox6De9YOs","2022-10-22 00:09:37","1128877413","2022-10-22","00:09:37"
"25127","https://youtu.be/XoPmIpGV8tk","2022-10-22 00:10:02","972665593","2022-10-22","00:10:02"
"25128","https://youtu.be/klNcpiZtXLo","2022-10-22 00:52:46","999186297","2022-10-22","00:52:46"
"25129","8:03
https://m.youtube.com/watch?v=FeIexbcXWmg","2022-10-22 00:54:53","413045024","2022-10-22","00:54:53"
"25130","https://youtu.be/u-ZGL90PfeI","2022-10-22 01:04:13","1275006109","2022-10-22","01:04:13"
"25131","Pesquisa Veritá: Bolsonaro tem 51,4% e Lula, 48,6%
https://pleno.news/brasil/politica-nacional/pesquisa-verita-bolsonaro-tem-514-e-lula-486.html

🟡Clique no link: ➘  ➘  ➘
╰─►Canal @direitainteligenteoficial","2022-10-22 01:06:43","5722343851","2022-10-22","01:06:43"
"25132","⚠️ URGENTE ⚠️
ARAS PEDE AO STF SUSPENSÃO DE RESOLUÇÃO QUE DÁ SUPERPODERES A MORAES.
https://www.jornaldacidadeonline.com.br/noticias/43192/aras-pede-ao-stf-suspensao-de-resolucao-que-da-superpoderes-a-moraes

𝑹𝒂𝒄𝒊𝒐𝒄í𝒏𝒊𝒐 𝒇𝒐𝒓𝒂 𝒅𝒂 𝑴𝒂𝒕𝒓𝒊𝒙.

Canal:𝑴𝒂𝒕𝒓𝒊𝒙 @canalforadamatrixbrasil","2022-10-22 02:02:00","5722343851","2022-10-22","02:02:00"
"25133","RECORDE!!! 🇧🇷💚💛🇧🇷💪

🟡Clique no link: ➘  ➘  ➘
╰─►Canal @direitainteligenteoficial","2022-10-22 03:09:46","5722343851","2022-10-22","03:09:46"
"25134","⤵️ Política (((Notícia)))

⚖️O PGR Augusto Aras apresentou uma ação direta de inconstitucionalidade no STF para contestar a resolução do TSE que aumentou os poderes do tribunal para retirar publicações consideradas falsas.
❌ Aras classificou a medida como censura e pediu a derrubada de trechos da resolução https://t.co/6JDqfq3bJr

𝑹𝒂𝒄𝒊𝒐𝒄í𝒏𝒊𝒐 𝒇𝒐𝒓𝒂 𝒅𝒂 𝑴𝒂𝒕𝒓𝒊𝒙.

Canal:𝑴𝒂𝒕𝒓𝒊𝒙 @canalforadamatrixbrasil","2022-10-22 03:26:06","5722343851","2022-10-22","03:26:06"
"25135","O jornal esquerdista NEW YORK TIMES apresenta matéria ""crítica"" ao ministro Moraes, sob o título ""Agora, um homem decide o que pode ser dito na internet no Brasil"".

Aparentemente crítico aos desmandos do Xandão, na verdade o jornal esquerdista americano o trata como um HERÓI, ou seja, o único homem capaz de defender o Brasil do avanço da ""extrema direita"".

🚽  🚽  🚽  🚽  🚽  🚽  🚽","2022-10-22 03:29:55","999032114","2022-10-22","03:29:55"
"25136","🟡Clique no link: ➘  ➘  ➘
╰─►Canal @direitainteligenteoficial","2022-10-22 03:42:17","5722343851","2022-10-22","03:42:17"
"25137","This community was blocked in Brazil following a decision of the Superior Electoral Court (TSE).","2022-10-22 04:27:06","1163557708","2022-10-22","04:27:06"
"25140","https://www.youtube.com/watch?v=zwvVYMU7YE0&ab_channel=BastidoresdoBrasil","2022-10-22 10:04:57","413045024","2022-10-22","10:04:57"
"25141","I just want to say a very big thank to your company for its transparency. I had doubts at first but seeing I got paid I deemed it necessary to share with the general public and to let them know that you can be truly trusted thank you Sir for your best strategy in Trading.. For those looking for a reliable company to invest click on the link below for more information ✉️✉️
https://t.me/joinchat/efsCzKf3Bf9hYmU0
https://t.me/joinchat/efsCzKf3Bf9hYmU0","2022-10-22 10:08:52","5598663468","2022-10-22","10:08:52"
"25142","Debate de sexta-feira dia 21 de Outubro que LULA fugiu para esconder cara a cara, o que ele fez com o Brasil e que na verdade pretende continuar fazendo, a implantação de um regime autoritarista comunista, igual ao da China, onde o povo vive num inferno,  sob a chibata.
https://youtu.be/VLVk2we5JTk","2022-10-22 10:27:52","251635157","2022-10-22","10:27:52"
"25143","Bolsonaro pede para que deixemos os idosos passarem na frente para votar e até que o conduzamos para o começo da fila, pediu para que usemos o verde e amarelo, muitos idosos voltaram para casa porque não aguentaram ficar nas filas.
Podemos piscar com as luzes dos nossos carros e até buzinar para os veículos que levam adesivos Bolsonaristas e bandeiras do Brasil, vamos estimular e animar aqueles que estão fazendo campanha pelo nosso Presidente e trabalhando pelo nosso Brasil.","2022-10-22 12:01:54","251635157","2022-10-22","12:01:54"
"25145","Áudio de CASIMIRO JOSVIAK JÚNIOR","2022-10-22 12:26:57","1181213614","2022-10-22","12:26:57"
"25146","Thanks Mr James Vaner for providing such a great site. I can honestly say that the education I obtained after joining your site in just a few short months has drastically helped me to become a more successful trader. I have gained more knowledge and experience in just a few months than the previous 10 months I spent with indicator based systems because they just don't teach support/resistance and trend lines as your site does. Thanks again.@ULTIMATEIQADMIN 

https://telegram.me/joinchat/p6XHz3pijidhNDZk
https://telegram.me/joinchat/p6XHz3pijidhNDZk","2022-10-22 12:33:10","5254419172","2022-10-22","12:33:10"
"25147","🚨 URGENTE: Bolsonaro anuncia que 22/10, a partir das 17h, haverá uma super live com principais nomes do Brasil, Neymar, Tarcísio, Malafaia, dentre outros. Espalhem nos grupos.","2022-10-22 12:44:55","1504211635","2022-10-22","12:44:55"
"25149","Esta propaganda iria ao ar hoje 20-10. Foi proibido, eu quero ver segurar a internet🤭🤭🤭🤣🤣🤣. Senta o dedo manda até para os cachorros! ☝🏼☝🏼☝🏼☝🏼","2022-10-22 13:21:12","413045024","2022-10-22","13:21:12"
"25151","Áudio de CASIMIRO JOSVIAK JÚNIOR","2022-10-22 13:42:46","1181213614","2022-10-22","13:42:46"
"25153","Este vídeo faz os cegos enxergaram,  mas o pior cego é aquele que não quer ver.
Segundo as palavras de LULA:  ninguém vai ser obrigado a tomar a vacina,  mas também você não vai poder ir para os lugares públicos, você não pode participar de nada com gente, você não pode visitar parentes, você não pode receber sua mãe,  você não pode receber seu filho, você não pode receber seu neto, a sua criança nao pode ir para a escola"", veja o próprio LULA esclerosado falando o que ele pensa na verdade.

Na verdade se ele fosse o nosso presidente atual, isso já teria acontecido desde que o Molusco 9 dedos tivesse entrado, já que os Governadores Petistas Esquerdistas Comunistas que o apoiam já estão fazendo isso. Com LULA, na certa iriamos para a vigésima dose. LULA disse ser contra a obrigatoriedade das Vacinas, depois do que ele falou só muito burrinho para acreditar.
O cara mente na cara dura e ainda tem gente que acredita nesse criminoso.
Com esse vídeo LULA vai fazer os cegos enxergarem o quanto criminoso ele é.","2022-10-22 14:16:39","251635157","2022-10-22","14:16:39"
"25155","Vídeo de susy silva","2022-10-22 14:22:57","413045024","2022-10-22","14:22:57"
"25158","A MAIOR LIVE DO MUNDO 

Todos com o Pr ‌@jairbolsonaro

Semana do 22. 

Hoje a partir das 17:00.","2022-10-22 15:13:54","413045024","2022-10-22","15:13:54"
"25159","https://www.youtube.com/watch?v=Igk-_PRHhHE&ab_channel=DIDIREDPILL","2022-10-22 15:48:02","413045024","2022-10-22","15:48:02"
"25160","🌩

Pois é 🙈🙈🙈","2022-10-22 16:05:33","413045024","2022-10-22","16:05:33"
"25162","https://youtu.be/Zyox6De9YOs","2022-10-22 17:15:38","1128877413","2022-10-22","17:15:38"
"25163","Foto de .....","2022-10-22 18:45:02","413045024","2022-10-22","18:45:02"
"25164","https://youtu.be/5rWRcNB7DPs","2022-10-22 18:51:21","999186297","2022-10-22","18:51:21"
"25165","https://youtu.be/zDuOoyhyN-4","2022-10-22 20:07:33","413045024","2022-10-22","20:07:33"
"25166","https://youtu.be/zDuOoyhyN-4","2022-10-22 20:09:21","1180566320","2022-10-22","20:09:21"
"25167","https://youtu.be/zDuOoyhyN-4","2022-10-22 20:16:59","1192421615","2022-10-22","20:16:59"
"25168","https://youtu.be/zDuOoyhyN-4","2022-10-22 20:41:19","972665593","2022-10-22","20:41:19"
"25169","https://youtu.be/zDuOoyhyN-4","2022-10-22 20:49:20","1233168030","2022-10-22","20:49:20"
"25170","Parabéns Menino Ney pelo posicionamento!! 

🌍Clique no link: ➘  ➘  ➘
╰─►Canal @direitanomundo","2022-10-22 21:36:28","5722343851","2022-10-22","21:36:28"
"25171","DITADURA DA TOGA ! SE LULA GANHAR VAI COLOCAR MAS 2 IMBECIS NO FT4 . DIA 30 VAMOS VOTAR 22 🇧🇷","2022-10-22 22:03:05","413045024","2022-10-22","22:03:05"
"25172","https://youtu.be/zDuOoyhyN-4","2022-10-22 22:07:50","719981799","2022-10-22","22:07:50"
"25173","https://t.me/+qQem9bqL0E43Nzc0","2022-10-22 22:07:56","2076625012","2022-10-22","22:07:56"
"25175","Vídeo de Silvio luiz Pandolfo","2022-10-22 22:18:21","413045024","2022-10-22","22:18:21"
"25176","Aras rompe o silêncio sobre 'abusos' e 'censura' do TSE e aciona o STF para frear ações 'inconstitucionais' https://www.jornaldacidadeonline.com.br/noticias/43207/aras-rompe-o-silencio-sobre-e39abusose39-e-e39censurae39-do-tse-e-aciona-o-stf-para-frear-acoes-e39inconstitucionaise39

🌍Clique no link: ➘  ➘  ➘
╰─►Canal @direitanomundo","2022-10-22 22:19:38","5722343851","2022-10-22","22:19:38"
"25177","https://youtu.be/zDuOoyhyN-4","2022-10-22 22:32:57","882932060","2022-10-22","22:32:57"
"25178","LIVE DO PRESIDENTE AO VIVO AQUI NO CHAT DO GRUPO DIREITA INTELIGENTE!!!

SÓ ENTRAR NO LINK ✍️
https://t.me/direitainteligente?videochat=cb303b0d0e5019df45

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢
🌍Clique no link: ➘  ➘  ➘
╰─►Canal @direitanomundo","2022-10-22 22:56:48","5722343851","2022-10-22","22:56:48"
