"message_id","message","message_utc","from_id","date","time"
"209942","@admin senti uma pitada de antissemitismo nessa postagem...","2023-01-03 06:54:40","1158595321.0","2023-01-03","06:54:40"
"209943","@admin Mais uma... este cara é antissemita mesmo! Melhor bani-lo!","2023-01-03 07:00:47","1158595321.0","2023-01-03","07:00:47"
"209957","Uma boa piada… opa, não! Péra!","2023-01-03 16:36:56","1364356198.0","2023-01-03","16:36:56"
"209928","https://youtu.be/9x3rh2kapvo","2023-01-03 00:01:32","1776652459.0","2023-01-03","00:01:32"
"209929","https://youtu.be/ZdIHFuBKIbU","2023-01-03 00:43:09","1776652459.0","2023-01-03","00:43:09"
"209930","https://youtu.be/UO97j5AG5Zk","2023-01-03 00:50:47","1776652459.0","2023-01-03","00:50:47"
"209931","Matéria fresquinha de 4 horas atrás.
As informações são de acordo com a Agência de Petróleo.... 

https://revistaoeste.com/economia/preco-da-gasolina-chega-a-r-840-no-primeiro-dia-do-governo-lula/","2023-01-03 01:05:02","1480836059.0","2023-01-03","01:05:02"
"209932","Vídeo de avany 216@gmail.Com","2023-01-03 01:07:57","1091805055.0","2023-01-03","01:07:57"
"209933","😝Será Q 🤥MENTI🙈?!? O Q Vcs ACHAM?!? ACESSEM! E DEIXEM SUAS OPINIÕES NOS COMENTÁRIOS!!!🤭😂👍😎🔰🤣👉👉https://youtu.be/aMYPfai2qFs","2023-01-03 01:34:48","1776652459.0","2023-01-03","01:34:48"
"209934","Falência múltipla
http://c-ponto.blogspot.com/2022/10/falencia-multipla.html?m=1","2023-01-03 01:38:14","1091805055.0","2023-01-03","01:38:14"
"209935","https://youtu.be/YTGKQ6sxO_A","2023-01-03 02:11:39","1776652459.0","2023-01-03","02:11:39"
"209936","⚖️STF VAI DECIDIR EM BREVE: ESTÁ PROIBIDO DEMITIR NO BR! 

Se você emprega no 🇧🇷, não importa o tamanho, demissões sem justa causa serão proibidas. Querem se meter até mesmo no seu RH!🔥🔥🔥🇧🇷

http://t.me/apocalipserd","2023-01-03 02:12:23","1051960495.0","2023-01-03","02:12:23"
"209937","https://youtu.be/kpdu1pKoMuI","2023-01-03 02:36:13","1776652459.0","2023-01-03","02:36:13"
"209938","https://youtu.be/DeK0_Bp8-kE","2023-01-03 02:40:03","162239842.0","2023-01-03","02:40:03"
"209939","https://youtu.be/Hq1euMlZ5a8","2023-01-03 02:43:19","1776652459.0","2023-01-03","02:43:19"
"209940","Umbandistas fazem ritual com banho de sal grosso no Ministério da Fazenda comandado por Haddad. (VÍDEO!)

#COMPARTILHE

https://www.folhadapolitica.com/2023/01/umbandistas-fazem-ritual-com-banho-de.html

NOSSO GRUPO NO WHATSAPP: ✅2️⃣8️⃣6️⃣ https://chat.whatsapp.com/J1NUV1yZZyLEt1yBouBtlc

NOSSO GRUPO NO TELEGRAM:
https://t.me/+6G_v0mUKrGY5ZWEx","2023-01-03 03:03:26","818412250.0","2023-01-03","03:03:26"
"209944","https://twitter.com/Tha_Gasparetto/status/1609884316573507585?s=20&t=hJxle16BHkutY1xIbuqI8Q","2023-01-03 07:30:28","1776652459.0","2023-01-03","07:30:28"
"209945","Nos EUA, foram liberados dados de uma avaliação das vacinas contra COVID-19. O que tem gerado polêmicas é o atraso na divulgação dos dados e que alguns dos eventuais efeitos adversos não foram incluídos durante a pesquisa. 
 
Após documentos vazados apontarem que a China pode estar vivendo agora o maior surto de COVID do país, cientistas estão alertando que esse surto da China pode gerar novas variantes e outras partes do mundo poderiam ser atingidas por uma nova onda da doença. 
 
E o que deu errado na estrita política de lockdowns na China? 
https://youtu.be/flJ9CnzqciM","2023-01-03 08:07:44","1288950459.0","2023-01-03","08:07:44"
"209946","https://youtu.be/pwUa1G5PVZU","2023-01-03 08:18:06","1776652459.0","2023-01-03","08:18:06"
"209947","https://gettr.com/post/p23p8tnb97c","2023-01-03 11:47:48","1540316726.0","2023-01-03","11:47:48"
"209948","Vamos parar tudo 

https://gettr.com/post/p23pdaw6cd9","2023-01-03 12:08:16","1540316726.0","2023-01-03","12:08:16"
"209949","@admin
Basta olhar quem são os incriticáveis... são eles que nos escravizam.
Estão infiltrados em todos os lugares. Se apresentam como patriotas, mas nos apunhalam pelas costas. 
Apunhalaram o Bolsonaro pelas costas, e fizeram isso todos os dias.

O objetivo final é criar uma ditadura mundial controlada por eles. E isso não é de hoje.
O plano deles está lá, esmiuçado nos PROTOCOLOS DOS SÁBIOS DE SIÃO. Eles são os judas que, no passado, foram expulsos de mais de 100 países.","2023-01-03 12:14:55","1521911446.0","2023-01-03","12:14:55"
"209951","🤣🤣🤣

Feliz año nuevo a todos, menos a Greta, la títere de la élite 🤣🤣","2023-01-03 12:50:19","1480836059.0","2023-01-03","12:50:19"
