"message_id","message","message_utc","from_id","date","time"
"4214","https://twitter.com/Pobitelegramju/status/1587956176675024896?t=etnk7hsaIpnF-ZkENY_x6w&s=35","2022-11-03 00:01:47","767659521","2022-11-03","00:01:47"
"4215","🇺🇸 🇨🇺 ONU analisa pedido de Cuba sobre fim do embargo econômico dos EUA

A Assembleia Geral da Organização das Nações Unidas começou a analisar nesta quarta-feira (2) uma nova proposta de resolução apresentada por Cuba para exigir ""o fim do bloqueio econômico, comercial e financeiro"" imposto pelos Estados Unidos ao país há 60 anos.

O projeto de resolução, que será votado na quinta-feira (3), expressa sua ""preocupação"" com a manutenção do embargo econômico e seus ""efeitos negativos sobre a população cubana"".

Esta é a 30ª resolução apresentada por Cuba desde 1992 contra o embargo dos Estados Unidos. Na primeira resolução de 1992, apenas 59 países votaram a favor. Agora ela tem o apoio de quase todos os membros da ONU, com exceção dos Estados Unidos e Israel.

https://sputniknewsbrasil.com.br/20221102/25720834.html

© Foto: AP Photo / Ramon Espinosa","2022-11-03 00:06:22","767659521","2022-11-03","00:06:22"
"4255","https://twitter.com/amandafaudi/status/1588267056801062912?t=uQLSIRBTi58Oe3WZfhzVVw&s=35","2022-11-03 22:29:30","767659521","2022-11-03","22:29:30"
"4256","Curioso","2022-11-03 22:29:30","767659521","2022-11-03","22:29:30"
"4229","https://youtu.be/HtDa6rdpYtI","2022-11-03 10:09:42","683063097","2022-11-03","10:09:42"
"4230","Excelente reflexão: assistam esta aula e entenderão o que está acontecendo no Brasil. PREOCUPANTE!","2022-11-03 10:09:42","683063097","2022-11-03","10:09:42"
"4234","Estudantes gaúchas criam copo contra 'Boa noite, Cinderela'

Um grupo de alunas da Escola Sesi de Gravataí, no Rio Grande do Sul, desenvolveu um copo que conta com um reagente químico capaz de identificar em segundos a presença em bebidas do ácido gama-hidroxibutírico (GHB), conhecido popularmente como o ""Boa noite Cinderela"", ou ""a droga do estupro"", que é usado por criminosos, sobretudo em festas e baladas, para cometer crimes sexuais.

O item foi criado pelas estudantes Natally Souza, de 16 anos, Giovanna Freitas, Giovanna Moraes e Nicolli Marques, de 17, que dizem ter se preocupado com a quantidade de casos de violência contra a mulher com o uso da substância que estavam sendo veiculados na mídia. Elas utilizaram um reagente químico, que ao entrar em contato com a droga, faz com que o copo mude para uma cor avermelhada, alertando imediatamente sobre o envenenamento.

O projeto ainda está em fase de testes e a expectativa das meninas, que conseguiram no Sesi a bolsa de estudos Jovem Cientista para dar continuidade à pesquisa, é conseguir concluir a criação do copo no ano que vem. Elas estudam ainda, por exemplo, a possibilidade de tornar o objeto reutilizável, o que tornaria a iniciativa mais rentável aos usuários.

Via O Globo","2022-11-03 12:46:44","767659521","2022-11-03","12:46:44"
"4235","https://twitter.com/requiaooficial/status/1588130896531656705?t=Ms1l7ywjt2O7q7ZV1hoehA&s=35","2022-11-03 13:08:37","767659521","2022-11-03","13:08:37"
"4236","https://twitter.com/CentralEleicoes/status/1588157905857089536?t=iM4dr-igTL_dPve4oI-8qA&s=35","2022-11-03 13:16:09","767659521","2022-11-03","13:16:09"
"4237","Equipe da TV Record é ameaçada ao vivo por terroristas na BR-470","2022-11-03 13:56:02","632767158","2022-11-03","13:56:02"
"4238","https://twitter.com/CentralEleicoes/status/1588170433207341056?t=ylSDxoWZkaUuhLVapCKOeg&s=35","2022-11-03 14:12:01","767659521","2022-11-03","14:12:01"
"4239","Começou o governo Lula","2022-11-03 14:12:01","767659521","2022-11-03","14:12:01"
"4252","https://twitter.com/LulaOficial/status/1588281046109687808?t=yZn-AEE8SIOImK176fJY7A&s=35","2022-11-03 21:45:07","767659521","2022-11-03","21:45:07"
"4253","https://twitter.com/kalliloliveira_/status/1588291045884047362?t=sDE2N_vbweFIopFZ7Lx0Rw&s=35","2022-11-03 22:10:19","767659521","2022-11-03","22:10:19"
"4254","Essa galera pirou kkkkkkkk","2022-11-03 22:10:19","767659521","2022-11-03","22:10:19"
"4257","Siga @CanhotaNews 

🔴 QUEM DIRIA EM?

Bolsonaristas chamam policiais de ""vagabundos"". 

Ok ok ok 
#ExtremaDireita
#CaosNasRodovias 
#CrimesPoliticos","2022-11-03 22:38:37","5393042261","2022-11-03","22:38:37"
"4258","Ola boa noite, alguém sabe me informar sobre se é mentira que lula vai abaixar o preço do auxílio para 400? E se é devido a falta de verba que bolsonaro deixou?","2022-11-03 22:38:52","5043765334","2022-11-03","22:38:52"
"4259","Pelo que fiquei sabendo o governo está sem verba pra nada","2022-11-03 22:41:55","2115305301","2022-11-03","22:41:55"
"4260","Infelizmente tudo por conta do governo Bolsonaro","2022-11-03 22:42:11","2115305301","2022-11-03","22:42:11"
"4261","Eu sei. 

Bolsonaro mentiu,  mas Lula tá cumprido a palavra de campanha.  

Em andamento.  

https://t.me/ptoficial/10811","2022-11-03 22:51:02","5393042261","2022-11-03","22:51:02"
"4262","https://twitter.com/jairmearrependi/status/1588290748654362624?t=80M8GhVW7dLsLp6yBSu7Eg&s=35","2022-11-03 22:56:39","767659521","2022-11-03","22:56:39"
